Date,Open,High,Low,Close,Adj Close,Volume
2018-05-15,7.350000,7.450000,7.166000,7.282000,7.282000,1400
2018-05-16,7.200000,7.400000,7.100000,7.350000,7.350000,5900
2018-05-17,7.370000,7.700000,7.300000,7.700000,7.700000,11300
2018-05-18,7.700000,7.750000,7.300000,7.600000,7.600000,29000
2018-05-21,7.600000,7.800000,7.550000,7.800000,7.800000,30700
2018-05-22,7.800000,7.850000,7.742000,7.800000,7.800000,49500
2018-05-23,7.900000,7.900000,7.400000,7.600000,7.600000,25100
2018-05-24,7.400000,7.876000,7.250000,7.500000,7.500000,30700
2018-05-25,7.500000,7.900000,7.500000,7.650000,7.650000,5100
2018-05-29,7.500000,7.850000,7.500000,7.600000,7.600000,9000
2018-05-30,7.800000,7.813000,7.500000,7.600000,7.600000,13200
2018-05-31,7.650000,7.950000,7.600000,7.700000,7.700000,40000
2018-06-01,7.750000,7.950000,7.625000,7.950000,7.950000,5100
2018-06-04,7.950000,7.950000,7.550000,7.550000,7.550000,10900
2018-06-05,7.600000,7.750000,7.550000,7.650000,7.650000,2200
2018-06-06,7.700000,7.950000,7.668000,7.800000,7.800000,40600
2018-06-07,7.950000,7.950000,7.800000,7.950000,7.950000,6800
2018-06-08,7.950000,7.950000,7.889000,7.900000,7.900000,1500
2018-06-11,7.950000,7.950000,7.600000,7.650000,7.650000,7400
2018-06-12,7.700000,7.874000,7.624000,7.800000,7.800000,6400
2018-06-13,7.850000,7.850000,7.650000,7.700000,7.700000,5200
2018-06-14,7.750000,7.800000,7.700000,7.800000,7.800000,3400
2018-06-15,7.800000,7.900000,7.550000,7.600000,7.600000,4600
2018-06-18,7.800000,7.800000,7.600000,7.650000,7.650000,800
2018-06-19,7.609000,7.609000,7.300000,7.300000,7.300000,1700
2018-06-20,7.300000,7.489000,7.300000,7.489000,7.489000,2900
2018-06-21,7.489000,7.489000,7.489000,7.489000,7.489000,0
2018-06-22,7.300000,7.350000,7.300000,7.350000,7.350000,6700
2018-06-25,7.550000,7.550000,7.335000,7.350000,7.350000,22700
2018-06-26,7.550000,7.550000,7.310000,7.310000,7.310000,1000
2018-06-27,7.550000,7.550000,7.250000,7.400000,7.400000,6200
2018-06-28,7.203000,7.203000,7.203000,7.203000,7.203000,500
2018-06-29,7.050000,7.200000,7.000000,7.100000,7.100000,7700
2018-07-02,7.100000,7.100000,7.000000,7.042000,7.042000,3900
2018-07-03,7.001000,7.349000,7.001000,7.200000,7.200000,3900
2018-07-05,7.002000,7.002000,7.002000,7.002000,7.002000,200
2018-07-06,7.000000,7.100000,7.000000,7.100000,7.100000,5500
2018-07-09,7.149000,7.149000,6.997000,7.003000,7.003000,3600
2018-07-10,7.000000,7.136000,6.950000,6.950000,6.950000,5800
2018-07-11,7.125000,7.125000,6.965000,7.100000,7.100000,3100
2018-07-12,7.222000,7.222000,6.950000,6.950000,6.950000,5500
2018-07-13,6.954000,7.050000,6.954000,7.050000,7.050000,600
2018-07-16,6.980000,7.200000,6.950000,7.200000,7.200000,5800
2018-07-17,7.250000,7.250000,7.000000,7.020000,7.020000,4000
2018-07-18,7.076000,7.130000,6.975000,6.975000,6.975000,2600
2018-07-19,6.972000,7.250000,6.972000,7.000000,7.000000,4400
2018-07-20,7.150000,7.180000,7.025000,7.086000,7.086000,3300
2018-07-23,7.300000,7.300000,7.100000,7.300000,7.300000,4800
2018-07-24,7.300000,7.300000,7.086000,7.086000,7.086000,4600
2018-07-25,7.102000,7.102000,7.102000,7.102000,7.102000,100
2018-07-26,7.102000,7.102000,7.102000,7.102000,7.102000,0
2018-07-27,7.100000,7.141000,7.100000,7.141000,7.141000,1200
2018-07-30,7.050000,7.131000,7.050000,7.131000,7.131000,400
2018-07-31,7.150000,7.157000,7.150000,7.150000,7.150000,2600
2018-07-31,7.150100,7.150000,7.150000,7.150000,7.150000,2603
