Date,Open,High,Low,Close,Adj Close,Volume
2018-04-04,50.209999,51.700001,50.209999,51.509998,51.272762,46200
2018-04-05,51.840000,52.279999,51.009998,52.070000,51.830185,139000
2018-04-06,51.570000,51.950001,50.049999,50.540001,50.307232,42800
2018-04-09,50.919998,51.580002,50.360001,50.439999,50.207691,30800
2018-04-10,51.009998,51.660000,50.889999,51.450001,51.213039,33500
2018-04-11,51.220001,51.520000,50.900002,51.259998,51.023914,30300
2018-04-12,51.410000,52.169998,51.410000,51.869999,51.631104,24800
2018-04-13,52.139999,52.139999,51.060001,51.150002,50.914421,40400
2018-04-16,51.380001,51.950001,51.250000,51.759998,51.521610,53200
2018-04-17,51.939999,52.040001,50.959999,51.230000,50.994053,24000
2018-04-18,51.220001,51.669998,50.759998,50.910000,50.675526,38500
2018-04-19,50.790001,52.279999,50.730000,52.029999,51.790367,54900
2018-04-20,52.020000,53.139999,51.860001,52.889999,52.646408,57600
2018-04-23,52.880001,53.860001,52.000000,53.520000,53.273506,90300
2018-04-24,53.380001,53.950001,53.240002,53.869999,53.621891,67200
2018-04-25,54.000000,54.000000,53.110001,53.189999,52.945023,89300
2018-04-26,53.200001,53.320000,52.529999,52.840000,52.596638,67100
2018-04-27,53.070000,53.150002,52.680000,52.820000,52.576729,32500
2018-04-30,53.000000,53.299999,51.990002,52.000000,51.760506,50700
2018-05-01,51.700001,52.500000,51.009998,52.419998,52.178570,57500
2018-05-02,52.320000,53.180000,51.919998,52.820000,52.576729,45000
2018-05-03,52.799999,53.299999,51.919998,52.110001,51.869999,30500
2018-05-04,51.709999,52.770000,50.820000,52.279999,52.279999,30800
2018-05-07,52.340000,52.669998,51.919998,52.340000,52.340000,20300
2018-05-08,52.560001,53.080002,52.540001,53.029999,53.029999,38600
2018-05-09,53.099998,53.599998,52.849998,53.209999,53.209999,37900
2018-05-10,53.220001,53.459999,52.970001,53.049999,53.049999,53200
2018-05-11,53.169998,53.660000,53.099998,53.150002,53.150002,22200
2018-05-14,53.299999,53.299999,52.410000,52.480000,52.480000,29300
2018-05-15,52.400002,53.189999,52.400002,52.849998,52.849998,32600
2018-05-16,52.880001,53.520000,52.799999,53.259998,53.259998,24200
2018-05-17,53.119999,53.880001,53.119999,53.790001,53.790001,47600
2018-05-18,54.049999,54.049999,53.000000,53.320000,53.320000,50400
2018-05-21,53.480000,54.009998,53.250000,53.740002,53.740002,60700
2018-05-22,53.919998,54.270000,53.779999,53.810001,53.810001,44100
2018-05-23,53.740002,53.970001,53.369999,53.860001,53.860001,36300
2018-05-24,53.680000,53.799999,52.650002,53.759998,53.759998,30400
2018-05-25,53.660000,53.790001,53.310001,53.590000,53.590000,22200
2018-05-29,53.119999,53.490002,52.380001,52.590000,52.590000,30200
2018-05-30,52.860001,53.880001,52.860001,53.680000,53.680000,39600
2018-05-31,53.669998,53.959999,53.090000,53.180000,53.180000,60300
2018-06-01,53.570000,54.119999,53.549999,53.889999,53.889999,33000
2018-06-04,53.900002,54.540001,53.730000,54.470001,54.470001,25400
2018-06-05,54.599998,54.930000,54.189999,54.820000,54.820000,66200
2018-06-06,54.950001,55.770000,54.950001,55.669998,55.669998,38200
2018-06-07,55.900002,56.130001,55.529999,55.980000,55.980000,64700
2018-06-08,55.830002,56.360001,55.830002,56.150002,56.150002,53100
2018-06-11,56.150002,56.419998,55.680000,55.779999,55.779999,89200
2018-06-12,55.700001,55.730000,54.779999,55.009998,55.009998,35900
2018-06-13,54.880001,55.490002,54.549999,54.930000,54.930000,40100
2018-06-14,55.169998,55.270000,54.389999,55.230000,55.230000,38900
2018-06-15,54.900002,55.820000,54.520000,55.310001,55.310001,107400
2018-06-18,55.240002,55.970001,54.939999,55.660000,55.660000,29600
2018-06-19,55.450001,56.459999,55.450001,56.259998,56.259998,25300
2018-06-20,56.480000,56.720001,56.090000,56.540001,56.540001,40100
2018-06-21,56.549999,56.770000,55.660000,56.189999,56.189999,23300
2018-06-22,56.400002,56.509998,55.400002,55.669998,55.669998,83400
2018-06-25,55.650002,55.650002,54.820000,55.139999,55.139999,54700
2018-06-26,55.180000,55.630001,54.630001,55.259998,55.259998,21400
2018-06-27,55.240002,55.240002,53.910000,54.000000,54.000000,33600
2018-06-28,53.990002,54.570000,53.669998,53.799999,53.799999,57900
2018-06-29,54.060001,54.250000,53.220001,53.430000,53.430000,87300
2018-07-02,53.209999,54.650002,53.209999,54.580002,54.580002,35600
2018-07-03,54.610001,54.860001,54.029999,54.490002,54.490002,28900
2018-07-05,54.750000,55.009998,54.299999,54.980000,54.980000,22300
2018-07-06,55.060001,55.430000,55.000000,55.200001,55.200001,18700
2018-07-09,55.290001,56.220001,54.849998,56.090000,56.090000,21200
2018-07-10,56.299999,56.410000,54.860001,55.209999,55.209999,24700
2018-07-11,55.040001,55.709999,54.880001,54.950001,54.950001,18431
