Date,Open,High,Low,Close,Adj Close,Volume
2018-01-11,51.250000,52.160000,51.250000,52.000000,51.544754,23600
2018-01-12,52.099998,52.650002,51.860001,52.240002,51.782654,36900
2018-01-16,52.500000,52.959999,51.250000,51.400002,50.950012,30600
2018-01-17,51.680000,53.730000,51.139999,52.189999,51.733089,28000
2018-01-18,52.029999,52.610001,51.590000,52.000000,51.544754,47300
2018-01-19,52.330002,53.709999,52.330002,53.139999,52.674774,107400
2018-01-22,53.009998,53.450001,52.619999,53.340000,52.873020,56100
2018-01-23,53.450001,53.980000,53.200001,53.779999,53.309170,43600
2018-01-24,54.000000,54.000000,52.900002,52.980000,52.516174,64100
2018-01-25,53.389999,53.389999,52.360001,52.520000,52.060200,80400
2018-01-26,52.500000,52.500000,51.880001,52.200001,51.743004,57100
2018-01-29,52.040001,52.619999,51.250000,52.270000,51.812389,32200
2018-01-30,52.049999,52.520000,51.840000,52.220001,51.762833,58100
2018-01-31,52.480000,52.970001,52.160000,52.290001,51.832218,55000
2018-02-01,52.099998,52.880001,51.660000,52.779999,52.317924,29300
2018-02-02,52.259998,52.650002,51.900002,51.930000,51.690830,49800
2018-02-05,51.349998,52.119999,49.810001,49.810001,49.580593,39400
2018-02-06,48.990002,50.730000,48.259998,49.549999,49.321789,93800
2018-02-07,49.389999,50.020000,49.320000,49.779999,49.550728,113500
2018-02-08,49.869999,50.090000,48.529999,48.950001,48.724556,56600
2018-02-09,49.540001,50.049999,48.810001,49.570000,49.341698,84700
2018-02-12,49.630001,50.070000,48.799999,49.500000,49.272018,48900
2018-02-13,49.279999,49.990002,49.279999,49.590000,49.361607,24500
2018-02-14,49.209999,50.450001,49.209999,50.330002,50.098198,29500
2018-02-15,50.770000,50.980000,50.299999,50.860001,50.625755,39100
2018-02-16,50.840000,51.650002,50.840000,51.439999,51.203083,37200
2018-02-20,51.150002,51.520000,50.270000,50.480000,50.247505,69000
2018-02-21,50.470001,51.849998,50.470001,51.090000,50.854698,22500
2018-02-22,51.310001,51.310001,50.330002,50.330002,50.098198,29800
2018-02-23,50.639999,51.169998,50.389999,51.169998,50.934326,31200
2018-02-26,51.330002,51.439999,50.900002,51.299999,51.063728,14200
2018-02-27,51.209999,51.919998,50.230000,50.240002,50.008614,33600
2018-02-28,50.349998,50.720001,49.259998,49.320000,49.092850,62000
2018-03-01,49.270000,49.980000,49.000000,49.900002,49.670181,53400
2018-03-02,49.560001,50.790001,49.070000,50.580002,50.347050,38500
2018-03-05,50.340000,51.500000,49.549999,51.099998,50.864651,36900
2018-03-06,51.299999,52.009998,50.650002,51.849998,51.611195,50100
2018-03-07,51.529999,52.630001,50.290001,52.459999,52.218388,45400
2018-03-08,52.570000,52.570000,51.459999,51.990002,51.750553,28100
2018-03-09,52.000000,53.360001,50.849998,53.150002,52.905212,60300
2018-03-12,53.279999,53.490002,52.130001,52.919998,52.676266,58900
2018-03-13,53.279999,53.490002,52.130001,52.689999,52.447327,47000
2018-03-14,52.810001,52.889999,51.990002,52.150002,51.909817,41000
2018-03-15,52.180000,52.669998,52.000000,52.480000,52.238297,42600
2018-03-16,52.720001,53.400002,52.090000,53.130001,52.885303,127500
2018-03-19,53.099998,53.349998,52.410000,53.290001,53.044567,63500
2018-03-20,53.299999,53.299999,52.259998,52.740002,52.497101,39900
2018-03-21,52.990002,53.380001,52.240002,52.919998,52.676266,38200
2018-03-22,52.520000,53.020000,52.000000,52.000000,51.760506,103200
2018-03-23,52.110001,52.220001,49.439999,49.459999,49.232204,118500
2018-03-26,50.099998,50.730000,49.240002,50.680000,50.446587,91300
2018-03-27,50.450001,51.009998,49.680000,49.740002,49.510918,75300
2018-03-28,49.939999,51.080002,49.790001,50.560001,50.327141,58000
2018-03-29,50.990002,51.419998,50.580002,50.619999,50.386860,80600
2018-04-02,50.619999,50.730000,49.580002,49.990002,49.759766,63500
2018-04-03,50.169998,51.000000,50.150002,50.980000,50.745205,52600
